Name,Age,mlbID,Lev,Tm,Age,PA,AB,R,H,1B,2B,3B,HR,RBI,BB,K,SB,CS,AVG,OBP,SLG,position,team_abbr
J.P. Martinez,28,679881,"Maj-AL,Maj-NL","Atlanta,Texas",28,54,50,9,11,8,2,0,1,4,2,20,1,0,0.22,0.241,0.32,RF,
Orelvis Martinez,22,682619,Maj-AL,Toronto,22,3,3,0,1,1,0,0,0,0,0,1,0,0,0.333,0.333,0.333,2B,TOR
Nick Martini,35,605361,Maj-NL,"Cincinnati,Colorado",35,353,320,42,73,47,11,3,12,44,23,71,1,3,0.228,0.29,0.394,RF,
Michael Massey,28,686681,Maj-AL,Kansas City,28,1122,1048,108,257,175,46,4,32,121,50,204,9,3,0.245,0.282,0.388,2B,KC
Miles Mastrobuoni,29,670156,"Maj-AL,Maj-NL","Chicago,Seattle",29,428,381,52,89,75,12,0,2,21,37,78,21,4,0.234,0.3,0.281,3B,
Jorge Mateo,31,622761,"Maj-AL,Maj-NL","Atlanta,Baltimore",31,653,602,101,132,79,35,4,14,57,36,165,59,9,0.219,0.263,0.36,SS,
Mark Mathias,28,664029,Maj-NL,"Pittsburgh,San Francisco",28,72,62,6,14,12,2,0,0,6,10,15,3,0,0.226,0.333,0.258,2B,
Nick Maton,28,665155,Maj-AL,"Baltimore,Chicago,Detroit",28,360,307,34,52,31,11,0,10,36,47,94,1,3,0.169,0.284,0.303,1B,
Luis Matos,24,682641,Maj-NL,"Milwaukee,San Francisco",24,603,559,64,128,84,27,2,15,61,37,90,7,0,0.229,0.28,0.365,RF,
Brice Matthews,24,694728,Maj-AL,Houston,24,72,64,7,10,4,1,0,5,12,5,32,1,0,0.156,0.229,0.406,SS,HOU
Ronny Mauricio,25,677595,Maj-NL,New York,25,296,273,30,64,46,10,0,8,20,22,87,11,0,0.234,0.294,0.359,3B,NYM
Marcelo Mayer,23,691785,Maj-AL,Boston,23,177,162,24,36,19,11,1,5,13,12,53,1,2,0.222,0.273,0.395,3B,BOS
Coby Mayo,24,691723,Maj-AL,Baltimore,24,380,338,37,66,42,13,0,11,31,37,118,4,0,0.195,0.284,0.331,1B,BAL
James McCann,36,543510,"Maj-AL,Maj-NL","Arizona,Baltimore",36,616,562,71,130,80,31,0,19,76,31,154,4,1,0.231,0.282,0.388,C,
Kyle McCann,26,668832,Maj-AL,Oakland,26,157,140,13,33,24,4,0,5,15,16,59,0,0,0.236,0.318,0.371,C,OAK
Jake McCarthy,28,664983,Maj-NL,"Arizona,Colorado",28,1058,946,122,239,179,29,17,14,93,70,185,61,11,0.253,0.317,0.364,CF,
Chas McCormick,30,676801,Maj-AL,Houston,30,874,775,105,190,130,28,3,29,105,69,225,31,11,0.245,0.318,0.401,LF,HOU
Mason McCoy,30,669200,"Maj-AL,Maj-NL","San Diego,Toronto",30,84,72,14,13,10,3,0,0,4,8,27,3,0,0.181,0.272,0.222,2B,
Grant McCray,24,687529,Maj-NL,San Francisco,24,156,146,16,27,16,3,3,5,12,8,67,5,0,0.185,0.226,0.349,CF,SF
Carson McCusker,27,676812,Maj-AL,Minnesota,27,30,29,0,5,5,0,0,0,1,1,16,0,1,0.172,0.2,0.172,LF,MIN
Andrew McCutchen,39,457705,"Maj-AL,Maj-NL","Pittsburgh,Texas",39,1558,1336,175,323,215,61,1,46,153,198,361,15,6,0.242,0.343,0.392,RF,
Kevin McGonigle,21,805808,Maj-AL,Detroit,21,63,55,9,16,9,6,1,0,7,8,8,1,0,0.291,0.381,0.436,SS,DET
Scott McGough,34,543518,Maj-NL,Arizona,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,P,ARI
Reese McGuire,31,624512,"Maj-AL,Maj-NL","Boston,Chicago",31,519,473,42,110,79,17,1,13,58,28,125,5,1,0.233,0.278,0.355,C,
Ryan McKenna,27,663630,"Maj-AL,Maj-NL","Baltimore,San Francisco",27,154,136,27,34,23,7,0,4,20,10,45,6,1,0.25,0.311,0.39,CF,
Billy McKinney,30,641856,"Maj-AL,Maj-NL","New York,Pittsburgh,Texas",30,196,173,27,38,26,5,1,6,17,20,53,1,0,0.22,0.306,0.364,LF,
Zach McKinstry,31,656716,Maj-AL,Detroit,31,1433,1282,164,302,194,61,20,27,116,122,312,52,11,0.236,0.307,0.378,3B,DET
Matt McLain,26,680574,Maj-NL,Cincinnati,26,1053,937,145,232,152,45,4,31,103,95,302,35,8,0.248,0.325,0.403,2B,CIN
Ryan McMahon,31,641857,"Maj-AL,Maj-NL","Colorado,New York",31,1902,1667,214,385,236,81,4,64,190,215,586,11,12,0.231,0.32,0.4,3B,
Jeff McNeil,34,643446,"Maj-AL,Maj-NL","Athletics,New York",34,1631,1451,179,369,252,74,9,34,158,127,198,19,1,0.254,0.327,0.388,2B,
Curtis Mead,25,678554,"Maj-AL,Maj-NL","Chicago,Tampa Bay,Washington",25,522,474,51,114,88,18,2,6,36,32,120,8,1,0.241,0.304,0.325,1B,
Austin Meadows,28,640457,Maj-AL,Detroit,28,17,17,0,2,2,0,0,0,2,0,3,0,0,0.118,0.118,0.118,LF,DET
Parker Meadows,26,678009,Maj-AL,Detroit,26,756,677,89,156,103,25,11,17,60,69,195,27,6,0.23,0.304,0.375,CF,DET
Wade Meckler,23,685133,Maj-NL,San Francisco,23,64,56,6,13,12,1,0,0,4,6,25,0,0,0.232,0.328,0.25,OF,SF
Chase Meidroth,24,805367,Maj-AL,Chicago,24,564,503,60,125,101,18,0,6,25,51,87,14,4,0.249,0.324,0.32,SS,CWS
Francisco Mejia,27,642336,Maj-AL,Tampa Bay,27,160,150,22,34,18,11,0,5,19,6,38,0,1,0.227,0.258,0.4,C,TB
MJ Melendez,26,669004,Maj-AL,Kansas City,26,1134,1022,115,218,121,54,8,35,103,99,308,10,8,0.213,0.287,0.385,LF,KC
Jacob Melton,24,689200,Maj-AL,Houston,24,78,70,7,11,10,0,1,0,7,6,29,7,2,0.157,0.234,0.186,LF,HOU
Danny Mendick,30,664901,"Maj-AL,Maj-NL","Chicago,New York",30,210,197,17,38,24,10,0,4,12,10,50,7,0,0.193,0.239,0.305,SS,
Joey Meneses,32,608841,Maj-NL,Washington,32,965,887,90,231,167,47,1,16,130,59,193,2,0,0.26,0.311,0.37,1B,WSN
\xc3\x93scar Mercado,28,640458,Maj-NL,St. Louis,28,32,31,3,9,6,3,0,0,5,1,4,2,1,0.29,0.313,0.387,RF,STL
Whit Merrifield,35,593160,"Maj-AL,Maj-NL","Atlanta,Philadelphia,Toronto",35,924,838,109,214,160,36,3,15,82,70,151,43,13,0.255,0.315,0.359,2B,
Jackson Merrill,23,701538,Maj-NL,San Diego,23,1178,1084,152,298,179,62,13,44,174,72,228,19,5,0.275,0.32,0.478,CF,
Matt Mervis,27,670223,Maj-NL,"Chicago,Miami",27,261,236,24,39,22,7,0,10,28,20,90,0,0,0.165,0.238,0.322,1B,
V\xc3\xadctor Mesa Jr.,23,683748,Maj-NL,Miami,23,38,32,7,6,3,2,0,1,6,5,5,0,0,0.188,0.297,0.344,CF,MIA
Jake Meyers,30,676694,Maj-AL,Houston,30,1273,1146,151,280,194,53,6,27,122,95,277,33,12,0.244,0.311,0.372,CF,HOU
Drew Millas,28,686452,Maj-NL,Washington,28,175,154,15,40,29,8,1,2,17,17,34,6,0,0.26,0.333,0.364,C,WSN
Brad Miller,33,543543,Maj-AL,Texas,33,63,52,7,11,7,4,0,0,4,10,9,0,0,0.212,0.333,0.288,SS,TEX
Owen Miller,28,680911,Maj-NL,"Colorado,Milwaukee",28,358,332,31,83,60,18,0,5,31,19,73,14,2,0.25,0.293,0.349,2B,
Shelby Miller,32,571946,Maj-NL,Los Angeles,32,1,1,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,P,LAD
Jos\xc3\xa9 Miranda,27,669304,Maj-AL,Minnesota,27,612,576,58,150,101,32,4,13,67,25,103,2,2,0.26,0.297,0.398,3B,MIN
Kameron Misner,27,670224,Maj-AL,Tampa Bay,27,232,212,27,43,28,9,1,5,22,16,79,8,1,0.203,0.26,0.325,CF,TB
Calvin Mitchell,24,668751,Maj-NL,Pittsburgh,24,5,4,0,0,0,0,0,0,0,1,1,0,0,0.0,0.2,0.0,LF,PIT
Garrett Mitchell,27,669003,Maj-NL,Milwaukee,27,417,361,58,90,51,21,5,13,46,48,137,18,7,0.249,0.339,0.443,CF,MIL
Andruw Monasterio,29,655316,"Maj-AL,Maj-NL","Boston,Milwaukee",29,607,544,72,134,96,29,1,8,60,55,141,15,5,0.246,0.321,0.347,SS,
Yo\xc3\xa1n Moncada,31,660162,Maj-AL,"Chicago,Los Angeles",31,735,653,87,157,93,35,5,24,78,68,209,2,0,0.24,0.321,0.42,3B,
Mickey Moniak,28,666160,"Maj-AL,Maj-NL","Colorado,Los Angeles",28,1234,1167,151,299,172,58,12,57,171,53,344,23,10,0.256,0.293,0.473,RF,
Elehuris Montero,25,660707,Maj-NL,Colorado,25,545,499,62,111,70,25,2,14,65,35,162,0,0,0.222,0.277,0.365,1B,COL
Coco Montes,28,663796,"Maj-AL,Maj-NL","Colorado,Tampa Bay",28,51,48,3,9,6,2,0,1,4,2,15,0,0,0.188,0.235,0.292,2B,
Colson Montgomery,24,695657,Maj-AL,Chicago,24,343,307,46,70,35,11,1,23,62,30,102,1,0,0.228,0.304,0.495,SS,CWS
Christian Moore,22,695681,Maj-AL,Los Angeles,22,184,162,20,32,19,5,1,7,16,19,62,3,0,0.198,0.284,0.37,2B,LAA
Dylan Moore,33,664238,"Maj-AL,Maj-NL","Philadelphia,Seattle,Texas",33,856,737,107,148,78,37,5,28,86,91,264,53,14,0.201,0.302,0.379,2B,
Christopher Morel,26,666624,"Maj-AL,Maj-NL","Chicago,Tampa Bay",26,1345,1201,155,262,154,44,6,58,163,122,401,21,11,0.218,0.296,0.41,LF,
Gabriel Moreno,26,672515,Maj-NL,Arizona,26,1148,1020,128,282,199,55,3,25,151,108,206,11,5,0.276,0.346,0.41,C,ARI
Taylor Motter,33,600301,Maj-NL,St. Louis,33,82,76,3,13,10,3,0,0,2,5,31,0,0,0.171,0.232,0.211,2B,STL
Ryan Mountcastle,29,663624,Maj-AL,Baltimore,29,1363,1256,153,330,219,70,3,38,168,79,329,9,1,0.263,0.306,0.414,1B,BAL
Mike Moustakas,34,519058,"Maj-AL,Maj-NL","Colorado,Los Angeles",34,386,352,43,87,60,15,0,12,48,23,95,0,0,0.247,0.293,0.392,3B,
Cedric Mullins,31,656775,"Maj-AL,Maj-NL","Baltimore,New York,Tampa Bay",31,1517,1346,181,300,177,64,7,52,192,134,335,73,13,0.223,0.296,0.397,CF,
Max Muncy,35,571970,Maj-NL,Los Angeles,35,1449,1183,219,266,136,47,3,80,232,228,364,8,2,0.225,0.355,0.473,3B,LAD
Max Muncy,23,691777,Maj-AL,Athletics,23,277,262,29,62,38,12,1,11,28,11,89,2,1,0.237,0.274,0.416,3B,
Munetaka Murakami,26,808959,Maj-AL,Chicago,26,60,48,9,8,4,0,0,4,7,11,21,0,0,0.167,0.317,0.417,3B,CWS
Sean Murphy,30,669221,Maj-NL,Atlanta,30,1044,899,118,198,111,39,1,47,138,111,273,0,0,0.22,0.324,0.423,C,ATL
Tom Murphy,33,608596,"Maj-AL,Maj-NL","San Francisco,Seattle",33,197,179,22,46,24,13,0,9,19,14,58,0,0,0.257,0.311,0.48,C,
Tanner Murray,26,695020,Maj-AL,Chicago,26,11,11,0,1,1,0,0,0,0,0,2,0,0,0.091,0.091,0.091,2B,CWS
Dane Myers,30,667472,Maj-NL,"Cincinnati,Miami",30,531,488,56,120,90,19,1,10,60,34,135,24,7,0.246,0.299,0.35,CF,
Wil Myers,32,571976,Maj-NL,Cincinnati,32,137,124,11,23,17,3,0,3,12,11,46,2,1,0.185,0.25,0.282,1B,CIN
Tyler Naquin,32,571980,Maj-AL,Chicago,32,8,8,0,0,0,0,0,0,0,0,7,0,0,0.0,0.0,0.0,P,CWS
Carlos Narv\xc3\xa1ez,27,665966,Maj-AL,"Boston,New York",27,507,457,54,108,66,27,0,15,50,44,128,1,1,0.236,0.304,0.394,C,
Omar Narv\xc3\xa1ez,33,553882,"Maj-AL,Maj-NL","Chicago,New York",33,221,197,16,38,29,7,0,2,15,18,40,0,0,0.193,0.256,0.259,C,
Brian Navarreto,30,640459,Maj-NL,Miami,30,15,14,3,4,1,2,0,1,5,0,3,0,0,0.286,0.267,0.643,1B,MIA
Bo Naylor,26,666310,Maj-AL,Cleveland,26,1099,973,121,197,108,47,3,39,122,108,289,12,5,0.202,0.282,0.377,C,CLE
Josh Naylor,29,647304,"Maj-AL,Maj-NL","Arizona,Cleveland,Seattle",29,1879,1693,227,465,302,91,1,71,308,150,280,48,7,0.275,0.336,0.455,1B,
Ryne Nelson,27,669194,Maj-NL,Arizona,27,1,1,1,1,1,0,0,0,1,0,0,0,0,1.0,1.0,1.0,P,ARI
Zach Neto,25,687263,Maj-AL,Los Angeles,25,1555,1394,204,345,197,83,2,63,181,101,384,62,21,0.247,0.318,0.445,SS,LAA
Tyler Nevin,27,663527,Maj-AL,"Detroit,Oakland",27,389,340,33,69,46,13,1,9,30,37,89,1,1,0.203,0.293,0.326,3B,
Kevin Newman,31,621028,"Maj-AL,Maj-NL","Arizona,Cincinnati,Los Angeles",31,680,627,82,160,116,35,1,8,67,33,105,17,2,0.255,0.294,0.352,3B,
Tom\xc3\xa1s Nido,31,621512,"Maj-AL,Maj-NL","Chicago,Detroit,New York",31,236,219,23,44,36,4,0,4,15,7,61,0,0,0.201,0.226,0.274,C,
Brandon Nimmo,33,607043,"Maj-AL,Maj-NL","New York,Texas",33,2108,1849,274,474,304,84,10,76,260,212,468,32,4,0.256,0.341,0.436,LF,
Ryan Noda,29,676116,Maj-AL,"Baltimore,Chicago,Oakland",29,665,548,74,111,66,26,1,18,60,102,232,4,1,0.203,0.338,0.352,1B,
Jhonkensy Noel,23,678877,Maj-AL,Cleveland,23,378,351,46,65,35,9,1,20,43,19,126,0,0,0.185,0.238,0.387,RF,CLE
Austin Nola,35,543592,Maj-NL,"Colorado,San Diego",35,188,162,11,25,20,4,0,1,9,19,35,0,0,0.154,0.251,0.198,C,
Lars Nootbaar,27,663457,Maj-NL,St. Louis,27,1485,1279,180,314,205,65,5,39,139,186,296,22,9,0.246,0.343,0.396,LF,STL
Connor Norby,26,681393,"Maj-AL,Maj-NL","Baltimore,Miami",26,580,528,77,129,80,30,1,18,57,39,163,11,5,0.244,0.303,0.407,3B,
Dom Nu\xc3\xb1ez,30,624513,Maj-AL,Cleveland,30,7,7,2,2,2,0,0,0,0,0,4,0,0,0.286,0.286,0.286,C,CLE
Nasim Nu\xc3\xb1ez,25,683083,Maj-NL,Washington,25,216,184,34,43,35,4,0,4,17,24,45,24,4,0.234,0.324,0.321,SS,WSN
Ryan O\'Hearn,32,656811,"Maj-AL,Maj-NL","Baltimore,Pittsburgh,San Diego",32,1483,1326,182,369,249,66,5,49,194,130,269,11,3,0.278,0.346,0.446,1B,
Logan O\'Hoppe,26,681351,Maj-AL,Los Angeles,26,1217,1120,126,257,171,31,2,53,132,77,352,4,5,0.229,0.286,0.403,C,LAA
Brian O\'Keefe,29,657247,Maj-AL,Seattle,29,21,19,0,2,0,2,0,0,2,2,7,0,0,0.105,0.19,0.211,C,SEA
Tyler O\'Neill,31,641933,"Maj-AL,Maj-NL","Baltimore,Boston,St. Louis",31,975,854,128,196,108,38,1,49,110,104,282,13,0,0.23,0.32,0.448,RF,
Rougned Odor,29,596059,Maj-NL,San Diego,29,157,138,21,28,15,9,0,4,18,17,37,2,1,0.203,0.299,0.355,2B,
Shinnosuke Ogasawara,27,829272,Maj-NL,Washington,27,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,P,WSN
Shohei Ohtani,31,660271,"Maj-AL,Maj-NL",Los Angeles,31,2281,1923,417,566,279,94,25,168,360,320,552,100,19,0.294,0.397,0.631,TWP,
Kazuma Okamoto,30,672960,Maj-AL,Toronto,30,55,50,4,11,8,1,0,2,3,5,20,0,0,0.22,0.291,0.36,3B,TOR
Chris Okey,28,608360,Maj-AL,Los Angeles,28,2,2,0,0,0,0,0,0,0,0,2,0,0,0.0,0.0,0.0,C,LAA
Jared Oliva,30,666931,Maj-NL,San Francisco,30,3,3,1,1,1,0,0,0,0,0,0,1,0,0.333,0.333,0.333,OF,SF
Edward Olivares,28,658668,"Maj-AL,Maj-NL","Kansas City,Pittsburgh",28,578,526,69,132,84,27,4,17,59,38,101,12,5,0.251,0.308,0.414,RF,
Matt Olson,32,621566,Maj-NL,Atlanta,32,2215,1908,313,509,276,111,6,116,342,276,533,2,0,0.267,0.362,0.514,1B,ATL
Jonathan Ornelas,25,680716,"Maj-AL,Maj-NL","Atlanta,Texas",25,58,53,4,11,9,2,0,0,3,3,20,0,0,0.208,0.263,0.245,SS,
Tirso Ornelas,25,672359,Maj-NL,San Diego,25,16,14,0,1,1,0,0,0,1,2,2,0,0,0.071,0.188,0.071,LF,
Rafael Ortega,33,542364,"Maj-AL,Maj-NL","Chicago,New York",33,153,128,20,26,22,3,0,1,9,22,37,8,1,0.203,0.322,0.25,CF,
Joey Ortiz,27,687401,"Maj-AL,Maj-NL","Baltimore,Milwaukee",27,1124,1010,131,231,162,44,7,18,112,88,201,28,9,0.229,0.294,0.34,SS,
Alejandro Osuna,22,696030,Maj-AL,Texas,22,176,151,12,32,26,4,0,2,15,21,34,5,4,0.212,0.313,0.278,LF,TEX
James Outman,29,681546,"Maj-AL,Maj-NL","Los Angeles,Minnesota",29,884,766,115,156,95,25,4,32,90,96,307,21,4,0.204,0.305,0.372,CF,
Chris Owings,31,572008,Maj-NL,Pittsburgh,31,25,25,0,4,4,0,0,0,0,0,12,0,0,0.16,0.16,0.16,SS,PIT
Marcell Ozuna,35,542303,Maj-NL,"Atlanta,Pittsburgh",35,1935,1678,244,447,267,79,1,100,273,232,467,1,0,0.266,0.356,0.493,DH,
Cristian Pache,25,665506,"Maj-AL,Maj-NL","Baltimore,Miami,Philadelphia",25,288,256,26,54,34,15,2,3,28,30,94,4,3,0.211,0.293,0.32,OF,
Kevin Padlo,26,656821,Maj-AL,Los Angeles,26,8,8,1,1,0,1,0,0,0,0,0,0,0,0.125,0.125,0.25,3B,LAA
Andy Pages,25,681624,Maj-NL,Los Angeles,25,1198,1106,152,289,186,55,2,46,154,62,274,17,10,0.261,0.308,0.439,CF,LAD
Pedro Pag\xc3\xa9s,27,686780,Maj-NL,St. Louis,27,638,591,60,136,96,19,2,19,75,33,173,2,0,0.23,0.274,0.365,C,STL
Joshua Palacios,29,641943,"Maj-AL,Maj-NL","Chicago,Pittsburgh",29,487,442,47,100,68,15,2,15,58,34,104,6,0,0.226,0.291,0.371,RF,
Richie Palacios,29,680700,"Maj-AL,Maj-NL","St. Louis,Tampa Bay",29,488,415,70,101,71,16,1,13,42,60,89,27,2,0.243,0.348,0.381,LF,
Isaac Paredes,27,670623,"Maj-AL,Maj-NL","Chicago,Houston,Tampa Bay",27,1697,1452,193,358,217,69,2,70,237,187,296,2,2,0.247,0.35,0.441,3B,
Kyren Paris,23,677347,Maj-AL,Los Angeles,23,245,217,28,34,20,6,1,7,17,21,93,11,1,0.157,0.244,0.29,2B,LAA
Vinnie Pasquantino,28,686469,Maj-AL,Kansas City,28,1582,1423,163,363,218,82,3,60,244,122,232,2,0,0.255,0.316,0.443,1B,KC
Graham Pauley,25,688363,Maj-NL,"Miami,San Diego",25,249,224,25,45,25,13,1,6,20,22,60,3,0,0.201,0.271,0.348,3B,
Joc Pederson,34,592626,"Maj-AL,Maj-NL","Arizona,San Francisco,Texas",34,1208,1015,152,237,142,42,5,48,143,148,263,9,4,0.233,0.346,0.427,1B,
Liover Peguero,24,678894,Maj-NL,Pittsburgh,24,311,288,30,65,47,6,1,11,36,17,95,10,2,0.226,0.275,0.368,SS,PIT
Jeremy Pe\xc3\xb1a,28,665161,Maj-AL,Houston,28,1915,1754,233,480,336,95,7,42,185,108,345,53,16,0.274,0.327,0.408,SS,HOU
David Peralta,36,444482,Maj-NL,"Los Angeles,San Diego",36,693,642,84,167,112,38,1,16,86,41,128,6,0,0.26,0.306,0.397,LF,
Oswald Peraza,26,672724,Maj-AL,"Los Angeles,New York",26,508,464,43,83,58,16,0,9,37,34,145,14,3,0.179,0.245,0.272,3B,
Geraldo Perdomo,26,672695,Maj-NL,Arizona,26,1724,1438,246,387,268,76,11,32,192,210,247,58,15,0.269,0.365,0.404,SS,ARI
Jhonny Pereda,29,640902,"Maj-AL,Maj-NL","Athletics,Miami,Minnesota",29,118,108,6,26,20,6,0,0,8,8,31,0,0,0.241,0.299,0.296,C,
Everson Pereira,25,677592,Maj-AL,"Chicago,New York,Tampa Bay",25,193,174,16,27,18,6,0,3,19,16,75,6,0,0.155,0.233,0.241,CF,
Carlos P\xc3\xa9rez,32,542208,Maj-AL,Oakland,32,189,168,17,38,28,4,0,6,20,13,40,0,0,0.226,0.293,0.357,C,OAK
Carlos P\xc3\xa9rez,26,656024,Maj-AL,Chicago,26,53,49,5,10,5,4,0,1,3,4,11,0,0,0.204,0.264,0.347,C,CWS
Michael P\xc3\xa9rez,30,605421,Maj-NL,New York,30,8,8,1,4,3,1,0,0,0,0,1,0,0,0.5,0.5,0.625,C,NYM
Roberto P\xc3\xa9rez,34,547379,Maj-NL,San Francisco,34,15,13,0,1,1,0,0,0,1,2,5,0,0,0.077,0.2,0.077,C,SF
Salvador Perez,36,521692,Maj-AL,Kansas City,36,1954,1800,176,451,282,86,0,83,287,95,404,0,0,0.251,0.3,0.437,C,KC
Wenceel P\xc3\xa9rez,26,672761,Maj-AL,Detroit,26,855,779,101,185,118,35,10,22,83,63,193,17,8,0.237,0.296,0.393,RF,DET
Blake Perkins,29,663368,Maj-NL,Milwaukee,29,833,731,109,168,122,29,4,13,86,88,217,37,9,0.23,0.313,0.334,CF,MIL
Tristan Peters,26,671976,Maj-AL,"Chicago,Tampa Bay",26,51,48,1,8,7,1,0,0,1,3,20,1,0,0.167,0.216,0.188,LF,
Jace Peterson,34,607054,"Maj-AL,Maj-NL","Arizona,Oakland",34,455,395,38,80,60,10,4,6,38,50,106,15,2,0.203,0.296,0.294,2B,
Tommy Pham,37,502054,"Maj-AL,Maj-NL","Arizona,Chicago,Kansas City,New York,Pittsburgh,St. Louis",37,1484,1330,160,336,224,67,7,38,165,134,327,37,9,0.253,0.321,0.399,LF,
Brett Phillips,29,621433,Maj-AL,Los Angeles,29,71,63,9,11,7,1,0,3,6,8,36,3,1,0.175,0.268,0.333,P,LAA
Kevin Pillar,36,607680,"Maj-AL,Maj-NL","Atlanta,Chicago,Los Angeles,Texas",36,570,529,73,119,73,28,1,17,78,24,130,19,4,0.225,0.269,0.378,LF,
Manny Pi\xc3\xb1a,36,444489,Maj-AL,Oakland,36,12,12,1,3,2,0,0,1,1,0,3,0,0,0.25,0.25,0.5,C,OAK
Ren\xc3\xa9 Pinto,27,650907,Maj-AL,Tampa Bay,27,159,150,15,35,21,6,0,8,22,6,56,0,0,0.233,0.266,0.433,C,TB
Jorge Polanco,32,593871,"Maj-AL,Maj-NL","Minnesota,New York,Seattle",32,1464,1304,157,314,190,63,0,61,184,137,334,15,5,0.241,0.315,0.429,2B,
AJ Pollock,35,572041,"Maj-AL,Maj-NL","San Francisco,Seattle",35,144,133,15,22,13,4,0,5,15,9,32,0,1,0.165,0.215,0.308,CF,
Logan Porter,29,682515,"Maj-AL,Maj-NL","Kansas City,San Francisco",29,47,38,6,7,5,1,0,1,4,6,13,0,0,0.184,0.326,0.289,C,
Yohel Pozo,29,650968,Maj-NL,St. Louis,29,179,171,16,38,25,8,0,5,21,7,22,0,0,0.222,0.251,0.357,C,STL
Nick Pratto,24,668472,Maj-AL,Kansas City,24,345,306,33,71,48,16,0,7,35,29,138,1,1,0.232,0.307,0.353,1B,KC
C\xc3\xa9sar Prieto,26,693409,Maj-NL,St. Louis,26,6,6,0,1,1,0,0,0,0,0,5,0,0,0.167,0.167,0.167,2B,STL
Jurickson Profar,32,595777,Maj-NL,"Atlanta,Colorado,San Diego",32,1588,1366,206,352,230,72,3,47,175,177,254,20,5,0.258,0.353,0.418,LF,
Juniel Querecuto,30,578570,Maj-NL,St. Louis,30,21,20,2,2,1,1,0,0,0,1,6,0,0,0.1,0.143,0.15,3B,STL
Edgar Quero,23,700337,Maj-AL,Chicago,23,441,399,32,104,82,17,0,5,36,35,79,0,1,0.261,0.325,0.341,C,CWS
Jeferson Quero,23,691620,Maj-NL,Milwaukee,23,2,1,0,0,0,0,0,0,0,1,0,0,0,0.0,0.5,0.0,C,MIL
Ceddanne Rafaela,25,678882,Maj-AL,Boston,25,1300,1220,173,303,196,64,9,34,148,51,306,42,17,0.248,0.287,0.399,CF,BOS
Cal Raleigh,29,663728,Maj-AL,Seattle,29,2012,1748,273,406,208,66,1,131,316,237,560,21,5,0.232,0.328,0.496,C,SEA
Luke Raley,31,670042,Maj-AL,"Seattle,Tampa Bay",31,1129,988,143,232,127,52,5,48,132,76,349,27,7,0.235,0.322,0.443,RF,
Agust\xc3\xadn Ram\xc3\xadrez,24,682663,Maj-NL,Miami,24,645,589,79,136,77,36,2,21,71,43,126,17,3,0.231,0.291,0.406,C,MIA
Harold Ram\xc3\xadrez,29,623912,"Maj-AL,Maj-NL","Tampa Bay,Washington",29,686,644,86,188,145,26,3,14,97,27,130,11,5,0.292,0.325,0.407,RF,
Jos\xc3\xa9 Ram\xc3\xadrez,33,608070,Maj-AL,Cleveland,33,2157,1916,314,531,311,113,10,97,297,211,244,119,21,0.277,0.349,0.498,3B,CLE
Bryan Ramos,23,682868,Maj-AL,Chicago,23,120,111,14,22,13,6,0,3,13,7,26,0,2,0.198,0.244,0.333,3B,CWS
Heliot Ramos,26,671218,Maj-NL,San Francisco,26,1330,1206,149,309,209,52,4,44,149,95,334,12,5,0.256,0.318,0.415,LF,SF
Henry Ramos,31,592656,Maj-NL,Cincinnati,31,86,74,9,18,14,3,1,0,5,11,21,2,1,0.243,0.349,0.311,RF,CIN
John Rave,27,670231,Maj-AL,Kansas City,27,175,153,18,30,21,5,0,4,14,18,46,7,2,0.196,0.283,0.307,RF,KC
Colin Rea,34,607067,Maj-NL,Chicago,34,1,1,0,0,0,0,0,0,0,0,1,0,0,0.0,0.0,0.0,P,CHC
J.T. Realmuto,35,592663,Maj-NL,Philadelphia,35,1623,1476,191,376,239,79,7,51,179,106,398,25,10,0.255,0.315,0.421,C,PHI
Jakson Reetz,28,656883,Maj-NL,San Francisco,28,15,14,1,2,0,1,0,1,1,1,5,0,0,0.143,0.2,0.429,C,SF
Rob Refsnyder,35,608701,Maj-AL,"Boston,Seattle",35,780,673,92,176,116,37,2,21,98,89,184,12,4,0.262,0.355,0.416,RF,
Zach Remillard,30,621545,Maj-AL,Chicago,30,199,180,19,45,35,8,1,1,19,13,58,5,3,0.25,0.304,0.322,2B,CWS
Anthony Rendon,34,543685,Maj-AL,Los Angeles,34,417,351,44,80,62,16,0,2,36,47,60,8,1,0.228,0.331,0.291,3B,LAA
Hunter Renfroe,33,592669,"Maj-AL,Maj-NL","Cincinnati,Kansas City,Los Angeles",33,1082,983,109,222,132,55,0,35,116,89,232,1,1,0.226,0.292,0.389,RF,
Luis Rengifo,29,650859,"Maj-AL,Maj-NL","Los Angeles,Milwaukee",29,1332,1218,155,314,227,48,8,31,126,92,238,40,18,0.258,0.315,0.387,3B,
Franmil Reyes,27,614177,Maj-AL,Kansas City,27,61,55,5,11,9,0,0,2,7,4,21,0,0,0.2,0.246,0.309,RF,KC
Pablo Reyes,31,622569,"Maj-AL,Maj-NL","Boston,New York",31,283,258,36,65,51,12,0,2,27,19,50,9,4,0.252,0.304,0.322,OF,
